vvweight,college,medicare_expand,repeal_aca,regulate_carbon,prefertrump
.81567529,1,1,0,1,1
.69018233,0,0,1,0,1
.88945523,1,1,0,1,0
1.0747311,1,1,0,1,0
.53234346,1,1,0,1,0
1.8753555,0,0,0,1,1
.94174987,1,1,1,1,1
.72628835,1,1,0,1,0
1.6073459,1,0,1,0,1
.91003695,1,0,1,0,1
.86231215,0,1,0,1,0
2.5771519,0,1,0,1,0
.74502557,1,1,0,1,0
.87786236,1,0,1,0,1
.8673263,1,1,0,1,0
1.3270177,1,0,1,0,1
2.1765342,1,0,1,0,1
.92128479,1,1,0,1,0
.55406535,1,1,0,1,0
1.0657623,0,1,0,1,0
.71723508,1,0,1,0,1
.941163,0,1,0,1,0
1.1387797,1,1,0,1,0
1.3009585,1,0,1,0,1
.87934562,0,1,0,1,1
1.5256165,1,1,0,1,0
1.1223418,1,0,1,0,1
.82595872,0,1,0,0,1
1.7055122,0,0,1,0,1
.51921481,1,1,0,1,0
.68240189,0,1,0,1,0
1.4297204,1,1,0,1,1
1.9668238,1,0,1,0,1
.65736609,1,1,0,1,0
.51375612,1,0,1,0,0
2.7630635,1,0,1,1,1
1.0680196,1,1,0,1,0
1.0675996,0,0,1,1,1
1.2399264,0,0,0,0,1
.54594963,0,1,0,1,1
1.8190905,1,1,0,1,0
.8750405,1,1,0,1,0
1.0732528,1,0,0,1,0
.66038721,1,1,0,1,0
.92224525,0,1,0,1,0
.42364571,1,1,0,1,0
.86795129,1,1,0,1,0
.95084833,0,1,0,1,0
1.6756936,0,0,1,0,1
.94174987,1,0,1,0,1
.71183347,1,1,0,1,0
.72462781,1,1,1,1,0
1.7826928,1,0,1,0,1
.7862814,1,1,0,1,0
2.5574146,1,1,0,1,0
1.0486426,0,1,0,1,0
.809301,1,1,0,1,0
1.4092903,0,1,1,1,1
1.6184082,0,0,1,0,1
1.0013778,1,1,0,1,0
1.2175203,0,0,1,0,1
.6761794,1,1,0,1,0
.65984762,0,0,1,1,1
.72462781,1,1,0,1,0
.76836715,1,0,0,1,0
1.3037963,1,0,1,0,1
1.0486426,1,1,0,1,0
.44752347,1,0,0,1,0
.61143772,0,1,0,1,0
.87428004,0,0,1,0,1
.93718043,0,1,1,1,1
1.4078216,1,0,1,0,1
.64754096,1,0,1,0,1
1.531625,0,0,1,0,1
.83324984,1,0,0,1,1
.49213631,0,0,0,1,1
.8673263,1,0,0,1,0
.8750405,1,1,0,1,0
.62714856,0,1,0,0,0
.87627725,0,1,0,0,0
.87166533,1,1,0,1,0
.83077626,0,0,1,0,1
.50572034,0,1,0,1,0
2.043667,1,0,1,1,1
.6260243,0,1,0,0,1
.60423219,1,1,0,1,0
.6872648,1,1,0,1,0
1.1528406,0,0,1,0,1
1.2837102,1,0,1,1,1
.4265008,0,1,0,1,0
.40278406,1,1,0,1,0
.56523901,1,1,0,1,0
.7829214,1,1,0,1,0
.49169101,0,1,0,1,0
1.5495172,1,0,1,0,1
.81126797,0,0,1,0,1
.85632125,1,0,1,1,1
7.4793665,0,1,1,0,1
1.4626913,0,0,1,0,1
1.1336352,1,1,0,1,0
.99667744,1,0,1,0,1
1.6400972,1,0,0,1,1
1.4565475,0,1,1,0,1
.69787489,1,1,0,1,0
.60187616,0,0,0,1,0
1.531625,0,0,1,1,1
.69495677,1,1,0,1,0
.46550943,0,1,0,1,0
.88971951,1,0,1,0,1
.59871385,0,1,0,1,0
1.1181852,0,0,1,0,1
1.0239641,0,1,0,1,0
.81610829,1,1,1,1,1
.83994323,1,1,0,1,0
1.5857943,1,0,1,0,1
.97370297,1,1,0,1,0
.71866685,1,1,0,1,0
.74458872,1,1,0,1,0
1.5649711,0,0,1,1,1
.94479934,1,1,0,1,0
.50904119,1,0,0,0,0
1.7417797,1,0,1,0,1
.80943834,1,1,0,1,0
.67574675,1,1,0,1,0
1.3367904,1,0,1,0,1
.7517131,0,1,0,1,0
.56204264,1,1,0,1,0
1.9063081,1,1,0,1,0
1.4721835,0,0,1,0,1
.59884375,1,1,0,1,0
1.4752303,0,0,1,0,1
1.1908074,1,0,1,1,1
.79813674,0,0,1,1,1
1.1543783,0,0,1,0,1
.71456056,1,1,0,1,0
.82788589,0,0,1,0,1
.48708746,1,0,0,1,0
.90160958,1,1,0,1,0
1.3895312,0,1,1,1,1
.34555889,1,1,1,1,0
.53617274,0,0,1,1,1
.83014612,0,1,0,1,0
.4802004,0,0,0,1,0
.90681064,0,0,0,1,0
.76328184,0,1,0,1,0
1.9553702,0,0,1,0,1
1.0621226,0,1,1,1,1
.93194826,1,1,1,0,1
1.697493,0,0,0,0,1
1.8562342,0,0,1,0,1
.87576277,1,1,0,1,0
.90541797,1,0,1,1,1
.55655625,1,1,0,1,0
1.1493082,0,0,1,0,1
.69494771,1,1,0,0,0
.76533227,1,1,0,1,0
.91157133,0,0,0,1,0
.5699009,0,0,1,0,1
1.1468814,0,0,1,0,1
.73011249,0,1,0,1,0
.69825779,0,0,0,0,1
.99667744,1,0,1,0,1
.93692513,1,1,0,1,0
.80532353,0,0,0,1,0
.5358329,0,1,1,1,1
.87725623,1,0,0,1,0
.67341977,0,1,0,1,0
.52137416,0,1,0,1,0
.1437296,1,0,0,1,0
.70077544,1,1,0,1,0
.48479142,0,1,0,1,0
.52094525,1,1,0,1,0
1.1257938,0,1,0,1,0
.63796554,1,0,0,1,0
1.1170449,0,0,1,0,1
.9038337,1,1,0,1,0
.8788326,0,1,0,1,0
.77678417,0,0,1,0,1
.09633601,1,0,0,1,0
.42108037,1,1,0,1,0
.97370297,0,1,0,1,0
.78816264,1,1,0,1,0
1.3006718,0,0,1,1,1
.32707953,0,1,1,1,1
.83030424,1,1,1,1,0
.92428751,0,0,1,0,1
.34461192,0,1,0,1,0
.7862814,1,1,0,1,0
.29976878,0,1,0,1,0
.71506,0,0,1,0,1
.85998543,1,0,0,1,0
1.3603619,0,0,1,0,1
1.1643544,0,0,1,0,1
3.0139592,1,1,1,1,1
.92379273,1,1,1,1,1
1.212379,0,0,1,0,1
1.2208093,1,0,1,0,1
.99639712,0,1,0,1,0
3.591979,1,0,1,0,1
.78525761,1,1,0,1,0
1.4625421,1,0,1,0,1
.87558271,1,0,1,0,1
1.26871,0,1,0,1,0
.46944512,0,1,0,1,0
1.7826928,1,0,1,0,1
1.1778168,0,0,1,0,1
.91595518,0,0,0,1,1
.67688276,1,1,1,1,0
.6800932,0,0,0,1,0
1.1188674,1,1,0,1,0
1.0152912,0,1,0,1,0
.99370693,1,0,1,0,1
.70142924,0,1,1,1,1
.82485419,1,1,0,1,0
1.9088221,0,0,0,1,0
.40605911,0,1,0,1,0
1.0311868,1,1,0,1,0
.83540533,1,0,0,1,0
1.3165067,1,0,1,1,1
1.2937837,1,1,1,1,0
1.5015102,1,0,1,0,1
2.809952,1,0,1,0,1
2.1039551,1,0,0,0,1
1.9494855,1,0,1,0,1
4.9104088,0,1,0,1,0
.98740687,0,0,1,0,1
.42518442,0,1,1,1,0
.77425892,1,0,1,1,1
.79207559,1,1,0,1,0
1.3957798,0,0,1,0,1
.67345033,1,1,0,1,0
.73914276,1,1,0,1,0
1.3476601,1,1,0,1,0
.90854686,0,0,0,0,1
1.1024806,1,1,0,1,0
1.1370902,0,1,0,1,1
1.2397534,1,1,0,1,0
.54865122,1,1,0,1,0
.82432262,1,1,1,1,0
.65549235,1,1,0,1,0
1.4151785,1,1,0,1,0
1.206128,1,0,1,0,1
1.4082307,0,0,1,0,1
.64469276,1,0,1,0,1
.68175978,0,0,1,1,1
.6509774,1,0,1,0,1
.95739284,0,0,1,1,1
1.360413,1,1,0,1,0
.76836715,0,0,0,1,0
.27755564,1,1,0,1,0
.53340313,0,1,0,1,0
1.9672074,0,0,1,0,1
.53570975,0,1,0,1,0
.25245665,1,1,0,1,0
1.1442748,1,0,1,1,1
1.0121924,0,1,1,1,1
1.6763598,0,0,1,0,1
.93791303,1,1,0,1,0
.59646752,1,1,0,1,0
1.1032817,0,0,1,0,1
.46667411,0,1,0,1,0
1.2401399,0,0,1,0,1
1.288805,0,0,1,0,1
.49084658,0,1,0,1,0
.83989123,0,0,0,1,0
1.2122865,0,1,0,1,0
.36193003,1,1,1,1,0
.55406535,1,0,0,0,0
.28983157,1,0,0,1,0
.65754516,0,1,0,1,0
.71546939,0,1,1,1,1
.36395781,0,1,0,1,0
1.0818303,1,1,0,1,0
.84088022,0,1,0,1,0
.76813934,0,0,0,1,0
.37222295,1,0,1,0,1
.88165162,1,1,0,1,0
.70898066,0,0,1,0,1
.97434036,0,0,0,1,1
.71264347,1,0,0,1,0
.62502684,0,0,1,0,1
.41940421,0,1,1,1,0
.22822913,0,0,1,1,1
.12869546,1,0,1,0,1
.57291691,0,0,1,0,1
1.5916899,0,0,1,0,1
1.2186607,1,1,1,1,1
.74093514,0,0,1,0,1
.92427528,0,1,0,1,1
4.0023478,0,1,1,0,1
.2677678,1,0,0,1,0
.83017255,1,0,0,1,1
1.3079531,1,0,1,0,1
.43118463,1,0,0,1,0
.60504191,0,1,0,1,0
.54108888,1,1,0,1,0
.34709482,1,1,0,1,0
1.4838854,1,1,0,1,0
.90223487,1,1,0,1,0
1.3896052,0,1,0,1,1
.52747041,1,1,0,1,0
.78805687,0,1,1,1,0
.44714847,1,0,0,1,0
1.4264378,1,1,0,1,0
1.1069904,1,1,1,1,1
.90956205,0,1,1,0,1
1.5162455,0,0,1,0,1
.62611113,0,1,0,1,0
.62159207,1,1,0,1,0
1.2137976,1,0,1,0,1
.68480782,0,0,1,1,1
.60025208,1,1,0,1,0
.93047812,1,1,0,1,0
.50100765,0,0,0,1,1
.34052046,0,1,0,1,0
.22490693,0,1,0,1,0
.3592087,1,1,0,1,0
1.4752303,1,0,1,0,1
.78139346,0,1,0,1,0
.48899338,1,0,0,1,0
.56018683,1,0,1,0,1
.85722859,1,1,1,0,1
1.0156716,0,1,1,0,1
.93357895,1,1,0,1,0
1.5787123,1,0,1,0,1
.45322546,1,1,0,1,0
1.0414587,1,1,1,1,0
.62535923,0,1,0,1,0
1.5153427,0,0,1,0,1
.64518567,1,1,0,1,0
2.3394381,1,0,0,1,0
.64453853,0,1,0,1,0
1.3486124,0,1,0,1,0
1.767525,0,0,1,0,1
1.3097927,1,1,0,1,0
.68240189,0,1,0,1,0
.87428004,0,0,1,0,1
.21467925,1,1,0,0,0
.56970002,1,1,0,1,0
.42174827,1,1,0,1,0
.78822292,1,1,0,1,0
.86881828,0,0,1,0,1
1.1188837,0,0,1,0,1
.396938,1,0,0,1,0
1.3462725,0,0,0,0,1
1.1741855,0,0,1,0,1
.80993244,0,1,0,1,0
1.2870251,0,0,1,0,1
.33447076,0,0,1,0,1
.64419211,0,0,1,0,1
.6870875,1,0,1,0,1
1.0538831,1,1,0,1,0
1.5733418,0,0,1,1,1
.23340166,0,1,0,1,0
.32225561,1,1,0,1,0
.77263918,1,1,0,1,0
.98462811,1,1,0,1,0
.77029767,0,1,0,1,0
.72499134,0,1,1,1,1
1.7784637,1,1,0,1,0
.52232247,1,1,0,1,0
.57743306,0,1,0,1,0
.39430065,1,1,0,1,0
.77610773,0,1,0,1,0
1.0212445,0,0,1,0,1
.44573231,0,1,1,0,1
.46422908,1,1,0,1,0
.87428004,0,0,1,0,1
.96366185,1,0,0,1,0
1.0295475,0,0,1,0,1
.60746255,0,1,0,0,0
.30587624,1,1,0,1,0
.86622801,0,0,1,1,1
1.1493082,0,0,1,0,1
.96366185,1,1,0,1,0
.41053431,1,1,0,1,0
.34251133,1,1,0,1,0
.4827215,1,1,1,1,0
.82986175,0,0,0,1,0
1.1074737,1,0,1,1,1
.37518577,1,1,0,0,0
1.697493,0,0,1,1,1
.39605398,1,1,0,1,0
.60635486,0,1,0,1,0
2.902495,1,0,1,0,1
.80646194,0,0,0,1,0
.68642174,0,1,0,1,0
1.5726598,1,0,1,0,1
1.5581595,1,1,0,1,0
1.1870602,1,0,0,1,0
1.3186267,1,1,0,1,0
.8390692,0,0,1,0,1
.27188627,0,1,1,1,1
1.1096179,1,0,1,0,1
1.119298,1,1,0,1,0
.44318181,0,1,0,1,0
1.693374,0,0,1,0,1
.98761298,0,0,1,1,1
.47877434,1,1,0,1,0
.65736609,1,0,0,1,0
.60133078,1,0,0,1,0
.84230623,1,1,0,1,0
.93171031,1,1,0,1,0
1.1468814,0,0,1,1,1
.5706168,0,0,0,1,0
.33737194,0,0,1,0,1
.23690576,1,0,1,0,1
.98458413,1,1,0,1,0
1.0262122,1,1,0,1,0
.87445661,1,1,0,1,0
1.2371578,0,1,1,1,1
1.1423853,0,0,1,0,1
.99558291,1,0,1,0,1
2.5574146,1,1,0,1,0
2.1382789,1,0,1,0,1
.42800856,0,1,0,0,0
1.6715622,0,0,0,0,1
1.288805,0,0,1,0,1
.60678704,0,1,0,1,0
.74416093,0,1,1,1,1
.4748643,1,1,0,1,0
.81421993,0,1,0,1,0
.76234781,1,1,0,1,0
.37967392,0,0,0,0,0
.6963328,0,1,1,1,1
.30400216,0,1,1,1,0
.73330534,1,1,1,0,1
1.0364098,1,1,0,1,0
.56790847,1,1,0,1,0
.66003245,1,1,0,1,0
.76185914,0,1,0,1,0
1.0944798,1,1,1,0,0
.76924104,1,1,0,1,0
6.1983862,0,1,0,1,0
1.1618537,0,1,0,1,0
.91157133,0,1,0,1,0
.4093613,1,1,0,1,0
.61001292,0,0,0,0,1
.97083564,1,1,0,1,0
1.1198214,1,1,0,1,0
1.3573896,1,1,0,1,0
.73611915,1,1,0,1,0
.58504705,1,1,1,1,0
.63462107,0,0,1,0,1
.8140303,1,1,0,1,0
1.273773,0,0,1,0,1
3.3821501,1,1,0,1,0
.42813491,1,1,0,1,0
.73778352,1,1,0,1,0
.63086466,0,0,1,0,1
.50628242,0,0,0,1,0
2.1470389,0,0,1,0,1
1.3060427,1,0,1,0,1
.47066838,1,1,1,1,0
1.7024109,1,0,1,0,1
1.1053929,0,0,1,1,1
1.2317513,0,0,0,0,1
.72462781,1,1,0,1,0
1.0316051,1,0,1,0,1
.82925655,0,1,1,1,0
.83959339,0,1,1,1,1
.62323218,0,1,1,1,0
1.2156136,0,0,1,0,1
.51997757,0,1,1,1,0
.31402034,0,0,0,1,0
.77302397,1,0,1,0,1
.96398793,0,1,0,1,0
.95008618,0,0,1,0,1
.68428597,1,0,0,1,0
.68175978,0,1,0,0,1
.68151284,1,1,0,1,0
.66826611,1,1,0,1,0
1.2126108,0,1,1,1,1
1.9784901,1,0,0,1,1
1.3603619,0,0,0,1,1
.90925601,1,0,1,1,1
.67172045,1,1,0,1,0
1.3603619,0,0,0,0,1
.93030964,0,1,0,1,0
.98761298,0,1,1,1,1
.59113789,0,0,1,0,1
.85920535,0,0,1,0,1
.68108548,1,1,0,1,0
1.7055733,0,0,1,0,1
1.0929711,0,0,0,0,1
.73296459,0,1,0,1,0
4.1914693,0,0,1,0,1
.55746243,1,1,0,1,0
1.8129537,1,1,0,1,0
.59080566,0,0,1,0,1
.78259261,1,1,0,1,0
.78600553,1,0,1,1,1
.49539847,0,1,0,1,0
.4072738,1,1,0,1,0
2.1682753,1,1,1,1,0
.48029794,0,1,0,1,0
.66017457,1,1,0,1,0
.89547624,0,0,0,1,0
.73504219,0,1,1,1,0
.33131174,1,1,0,0,0
.42718903,0,0,1,1,1
1.0365954,0,1,0,1,0
.81402196,1,1,0,1,0
.48499769,0,1,0,1,0
.62316972,1,1,0,1,0
5.4903468,0,1,0,1,0
.37353287,0,1,0,1,0
.91688953,1,1,0,1,0
.36666817,1,1,0,1,0
.38130528,0,1,0,1,0
.47237219,1,1,0,1,0
.88964934,0,1,0,1,0
.37555119,1,0,0,1,0
.69660712,0,0,0,1,0
.86622801,0,0,1,0,1
.67111495,0,1,0,1,1
.73939576,1,1,0,1,0
1.1674573,0,1,0,0,1
.90905516,1,0,1,1,1
1.9098753,0,0,1,0,1
.54176505,1,0,0,1,0
1.1543783,0,0,1,0,1
.7151256,0,1,0,1,0
.9561805,1,1,1,1,1
.67777994,1,1,0,1,0
.76953798,1,1,0,1,0
.8094378,1,1,0,1,0
1.9681563,1,0,0,1,0
.39602876,1,0,0,1,0
.68691933,1,0,1,0,1
.90216992,0,1,0,1,0
.83598447,1,1,0,1,0
.81898709,0,1,1,0,0
.7672198,1,1,1,1,1
.44822318,0,1,0,1,0
2.6259072,0,1,0,1,0
.56963397,0,1,0,1,0
.74502557,1,1,0,1,0
.3362146,1,0,1,0,1
.90439735,0,0,1,1,1
.8148322,0,1,0,1,0
.67689873,1,1,1,0,0
1.0813835,0,0,1,0,1
.6112483,0,0,1,1,0
.21640858,1,0,0,1,0
.69018233,0,1,1,1,1
.66681196,0,0,1,1,0
.76185914,0,1,0,1,0
1.0256876,0,0,1,0,1
1.8423286,1,0,1,1,1
1.2726038,0,0,1,0,1
2.2729315,0,0,1,0,1
1.1711032,0,1,0,1,0
.75024372,1,1,1,1,1
.84508077,1,1,1,0,1
.78462484,1,0,1,0,1
.13363118,1,0,1,0,1
.79413909,1,0,0,1,0
.82219952,1,1,1,1,0
1.9816539,1,1,0,1,0
.90940256,0,1,0,1,1
3.3019789,0,1,1,1,0
.98621853,0,0,1,0,1
.24610527,0,1,0,1,0
.67895197,1,0,1,1,1
.63282769,1,1,0,1,0
1.5647778,0,0,1,0,1
.5965067,0,1,0,1,0
.52388339,1,0,0,1,0
.89395358,1,0,0,1,0
.85543588,1,1,0,1,0
1.8367815,1,0,1,0,1
1.2876371,1,1,0,1,0
.38533316,1,0,1,0,1
1.1764186,0,0,1,0,1
.32927999,1,0,1,0,1
.69110107,1,1,0,1,0
.98730091,0,1,0,1,0
.87308641,0,1,0,1,0
.67697463,0,1,0,1,0
3.5967558,0,0,1,0,1
.92658024,0,0,1,0,1
1.3665041,0,0,1,0,1
12.510607,1,1,0,1,0
.9537515,1,1,0,1,0
.97295089,1,1,0,1,0
1.029457,0,0,0,0,0
1.1016238,0,0,1,1,1
.85795739,0,0,0,1,1
.6260328,0,0,1,0,1
1.8518567,0,0,1,0,1
.33263974,0,0,0,1,0
1.6529302,0,0,1,1,1
.79919295,0,0,1,0,1
.85574647,1,1,0,1,0
.941975,1,1,0,1,0
.70865975,0,0,1,1,1
.83656016,0,1,0,1,0
.89809309,1,0,0,0,1
.85920535,0,0,1,0,1
.57014045,1,1,0,1,0
1.0648571,0,1,1,0,1
.232686,1,0,1,0,1
.53954242,1,0,0,0,0
1.2691314,1,1,1,1,1
3.344763,0,0,1,1,1
.67899678,0,1,1,1,0
1.8797822,1,1,0,1,0
.41540162,1,0,0,1,0
.37743315,1,1,0,1,0
.56136486,0,0,1,0,1
2.2381747,0,0,1,0,1
.40654131,1,0,1,0,1
5.2120898,0,0,1,0,1
1.1223418,1,0,1,0,1
.32723829,0,1,1,1,1
1.3188498,0,0,1,0,1
.87749591,1,1,0,1,0
.54176505,1,1,0,1,0
2.2729315,0,0,0,0,1
2.1499703,0,0,1,1,1
3.3612394,0,0,1,0,1
.7897773,1,1,0,1,0
.690135,0,1,1,1,0
1.3844795,0,1,1,0,1
1.1776536,0,0,1,0,1
1.3603619,0,1,1,1,1
.96911537,1,1,1,0,1
1.0226531,0,1,0,1,0
.54583081,0,0,1,0,1
1.3486124,0,1,0,1,0
.74875994,0,0,0,0,0
.9223038,1,1,0,1,0
.46429999,1,1,0,1,0
1.3172683,1,1,0,1,0
1.1783987,0,0,1,0,1
.82726561,1,1,0,1,0
1.0190991,0,1,0,1,0
.34203945,1,1,0,1,0
.70443764,0,0,0,1,0
2.5071009,1,1,0,1,0
.6197869,0,0,1,0,1
1.1883658,0,1,0,1,0
1.1045983,1,1,1,0,1
.72434956,1,1,0,1,0
.39473308,0,1,0,1,0
.59440189,1,1,0,1,0
1.0141137,1,0,1,0,1
1.4713577,0,0,1,0,1
.74453991,0,0,0,1,1
1.2121274,0,0,1,0,1
1.1137033,1,0,1,0,1
.7151256,0,1,0,1,0
2.3360978,0,0,1,0,1
.54176505,1,1,0,1,0
.77168926,0,1,0,0,0
.68365528,0,0,1,1,1
.37998025,0,1,0,1,0
.87934562,0,0,1,0,1
1.7738148,0,1,1,1,1
1.3023793,1,1,0,1,0
1.257915,0,0,1,0,1
.87222821,0,1,0,1,0
.41620588,0,1,1,1,0
.90422239,0,1,0,1,0
1.148121,1,1,0,1,0
.4775865,1,1,0,1,0
.67058793,1,1,0,1,0
.39039363,1,1,1,0,0
.72228493,0,0,0,0,1
.75261884,0,0,1,1,1
3.2182282,0,1,0,1,0
.67167425,1,1,0,1,1
3.4629589,0,0,1,0,1
4.4180625,0,1,0,1,0
.6174182,0,1,0,1,0
.83488895,1,1,0,1,0
.60375199,0,1,0,1,0
1.0538831,1,1,0,1,0
3.2694296,0,1,0,1,0
1.7386679,0,1,1,1,1
.42538414,0,1,0,1,0
1.8780901,0,0,1,0,1
.8390692,0,0,1,0,1
.51414226,1,1,0,1,0
1.7402128,0,0,1,0,1
1.4537923,0,0,1,0,1
1.1231356,0,1,0,1,0
.55397538,1,1,0,1,0
1.0802219,0,1,1,1,0
4.0085263,0,1,1,0,1
.43700876,0,1,0,1,0
.58681393,1,0,0,1,0
.67638695,0,1,0,1,0
.64002052,1,1,0,1,0
.48896838,0,1,0,1,0
1.2870251,1,1,1,0,1
2.0769465,0,1,0,1,0
.88964934,0,1,0,1,0
1.1439419,0,0,1,0,0
.836008,1,0,1,1,1
.59970227,0,0,1,0,1
.614309,1,1,1,1,0
1.5677537,0,0,1,0,1
2.2877246,0,0,1,0,1
.67058793,1,1,0,1,0
.37863943,0,0,0,1,1
.41788496,1,1,0,1,0
2.4369347,0,0,0,0,1
14.660161,0,1,1,0,1
.9095672,1,0,1,0,1
.29951679,1,1,0,1,0
.78160791,0,1,0,1,0
.61990981,0,1,0,1,1
.77579312,1,1,0,1,0
.63305544,1,1,0,1,0
1.6763598,0,0,0,0,1
1.3901142,0,1,0,1,0
2.8431722,1,0,1,1,1
1.0040419,1,1,0,1,0
1.3738405,0,0,1,0,1
.97937324,1,1,0,1,0
.85920535,0,0,1,0,1
.84074194,1,1,0,1,0
1.0293843,0,0,1,0,1
.92549792,1,1,0,1,0
.7234154,1,1,0,1,0
1.0133576,1,1,0,1,0
.3673708,1,1,0,1,0
1.0561909,1,1,1,1,1
.91712225,0,1,0,0,0
.76845875,0,0,0,0,0
3.0829423,1,0,1,0,1
.65695485,1,1,0,1,0
.30649095,1,1,0,1,0
1.0536576,1,0,0,1,0
.67318015,1,1,1,1,0
.25368547,0,1,1,0,0
1.7386679,0,0,1,0,1
.98121464,0,0,0,1,1
.50162336,1,0,1,0,1
.61234433,0,0,0,0,1
.63084856,0,0,1,0,1
.26041795,0,1,0,1,0
1.1754255,1,0,1,0,1
.2610666,1,1,0,1,0
.67099516,0,1,0,1,0
.79278115,1,0,1,0,1
.98462811,1,1,0,1,0
.19260065,1,1,0,1,0
1.1289968,1,1,1,1,0
.76320447,0,1,0,1,0
.38852161,0,1,0,1,0
.32720471,1,0,0,1,0
1.674594,0,1,0,1,0
.69436206,1,0,1,0,1
.36666817,1,1,0,1,0
.70112606,1,1,0,1,0
.47071373,1,1,0,1,0
9.163448,0,1,1,1,0
.4714601,0,0,0,1,1
.26425224,0,1,1,0,1
1.1088682,0,1,0,1,0
2.3527383,0,0,1,0,1
.73577457,1,1,0,1,0
.94209957,1,0,1,0,1
.62611113,0,0,0,1,0
1.0703773,0,1,0,1,0
.54854861,0,0,1,0,1
2.1487562,1,1,0,1,0
.58782292,0,0,0,1,1
1.0169898,0,1,0,1,0
.36765572,0,0,1,0,1
.7295571,1,0,1,1,1
1.7386679,0,0,1,0,1
1.0288492,0,1,0,1,0
.78883148,1,1,0,1,0
.61078309,0,0,1,0,1
.58237952,0,1,0,1,0
1.171686,0,0,1,0,1
1.3823455,0,1,0,1,1
.61520009,0,0,1,1,1
.76924104,0,1,0,1,0
.42242694,0,1,1,0,1
1.0236817,0,1,0,1,0
.97295089,1,1,0,1,0
.96050732,1,1,0,1,0
1.4838854,1,1,0,1,0
.49336313,0,1,0,1,0
.55286599,1,0,0,1,1
.84088022,0,1,0,1,0
.62888867,0,0,1,0,1
.21601306,0,1,0,1,0
.74718258,0,0,1,1,1
2.3000912,0,1,0,1,0
.76008315,0,1,1,1,0
2.1461592,0,1,0,1,0
.96170152,1,1,0,1,0
.32050433,1,1,0,1,0
.77339507,0,0,1,0,1
.33159415,1,1,0,1,0
1.9671748,0,0,1,1,1
1.3415552,0,0,0,1,0
.95125808,1,1,0,1,0
12.689465,0,1,1,1,0
1.435799,0,1,1,1,1
.42339768,0,1,1,0,1
.57973812,0,1,0,1,0
1.7575645,0,0,1,0,1
1.4537923,0,0,1,0,1
1.7008152,0,1,0,1,0
.8512892,0,1,1,1,0
1.9040622,1,1,0,1,0
.51968637,0,0,0,0,0
.73825504,1,1,0,0,0
.46159371,0,1,0,1,0
1.2573416,0,0,0,0,1
1.10976,1,0,0,1,1
.33381592,0,1,0,1,0
.68384884,0,1,0,1,0
.48536151,0,1,0,1,0
1.4664432,0,0,1,0,1
.84721643,0,1,0,1,0
.98761298,0,0,1,1,1
.33286607,0,1,0,1,0
.64843902,0,1,0,1,0
.66884977,1,0,1,0,0
1.1783987,0,0,0,1,1
1.1462992,0,1,0,1,0
.70324598,0,0,1,0,1
.65429258,0,1,0,0,0
4.4033018,0,0,0,1,0
.46667411,0,1,0,1,0
1.3989999,0,1,1,1,1
.94366947,1,1,0,1,0
2.6714443,0,1,0,1,0
.55047689,1,1,0,1,0
.63792369,0,0,1,0,1
.65238502,1,0,1,0,1
.3387692,0,1,0,1,0
1.5132225,1,0,1,0,1
2.144227,0,1,1,1,1
.70348345,0,0,1,0,1
.84503721,1,1,0,1,0
.79571936,0,1,0,1,0
.43700876,0,1,0,1,0
1.5334841,0,1,0,1,0
.68896958,1,1,0,1,0
.8564421,0,0,0,0,1
.47017786,0,1,0,1,0
.79919295,0,0,1,0,1
.36089717,0,0,1,0,1
.52208321,0,0,0,1,0
.88964934,0,1,0,1,0
.70492385,0,0,1,1,1
.47924493,1,1,0,1,0
.83438671,0,1,0,1,0
.57535787,0,1,0,1,0
.56786517,0,0,0,1,0
.7151256,0,1,0,1,0
.51143567,1,1,1,1,0
1.1031042,0,1,1,1,1
.42064246,1,1,0,0,0
.38518846,1,1,0,1,0
.36193003,1,1,0,1,0
.32267992,0,1,1,0,1
1.452371,0,0,0,0,1
1.8703496,0,0,1,0,1
6.0968197,0,0,1,0,1
1.1855908,0,1,0,1,0
.26433123,0,1,0,1,0
.79108451,0,1,0,1,0
1.0419806,1,0,0,1,0
.95008618,0,0,1,0,1
1.5733418,0,1,1,1,1
1.0903841,0,0,1,0,1
.59113789,0,0,1,0,1
.25373458,0,1,0,1,0
1.4874723,1,0,0,1,0
.56534098,0,1,0,1,0
10.399931,0,1,1,1,0
.6168313,1,1,0,1,0
2.5208697,0,1,1,1,0
.49169101,0,1,0,1,0
1.2551991,1,1,0,1,0
.98528673,1,1,0,1,1
.58443675,0,1,0,1,0
2.3014059,0,0,1,1,1
.8406865,0,1,0,1,0
.98740687,0,0,1,0,1
.28085109,0,1,0,1,0
.54188631,0,0,0,1,0
.30037158,0,0,1,1,1
.25112448,0,1,0,1,0
.44094607,0,1,0,1,0
.2887331,0,1,0,1,0
1.6760296,1,1,0,1,1
1.6459277,0,0,1,0,1
1.0393532,0,0,1,0,1
.49169101,0,0,0,1,0
.38800697,0,1,0,1,1
1.5271695,1,1,0,1,0
.91337858,1,1,0,1,0
.31305019,1,0,0,1,0
.62266926,0,1,1,1,0
.53113578,0,1,0,1,0
1.7240448,1,1,0,1,0
.30444575,1,1,0,1,0
1.0621226,0,0,0,0,1
.981768,0,0,1,1,1
.76180695,0,0,1,0,1
1.5675445,1,1,0,1,0
